MGM_BLD_PK|FLR_MAIN_PURPS_CD|FLR_MAIN_PURPS_CD_NM|FLR_TOTAREA|FLR_RAT|MAIN_PURPS_CD|H_PSU|H_ETC
36110-1000026614|01001|단독주택|90|100|01000|-0|-0
36110-1000026615|01001|단독주택|82|100|01000|-0|-0
36110-1000026616|01001|단독주택|89|100|01000|-0|-0
36110-1000026617|01001|단독주택|70.08|50.388265746333|01000|0.999956502223746|0.999956502223746
36110-1000026618|01001|단독주택|67|100|01000|-0|-0
36110-1000026619|01001|단독주택|76|100|01000|-0|-0
36110-1000026620|01001|단독주택|21|100|01000|-0|-0
36110-1000026621|01001|단독주택|100|100|01000|-0|-0
36110-1000026622|01001|단독주택|91.71|100|01000|-0|0.985072562875401
36110-1000026623|01001|단독주택|80.84|100|01000|-0|-0
36110-1000026624|01001|단독주택|73.53|100|01000|-0|-0
36110-1000026625|01001|단독주택|101.85|100|01000|-0|0.801606674659976
36110-1000026626|01001|단독주택|113.7|100|01000|-0|0.649000340006291
36110-1000026627|21101|축사|78|78|21000|0.760167502961966|0.760167502961966
36110-1000026629|01001|단독주택|99|50.561797752809|01000|0.999908930349809|0.999908930349809
36110-1000026630|01001|단독주택|57.85|100|01000|-0|-0
36110-1000026631|21101|축사|680|100|21000|-0|0.587311608997759
36110-1000026632|21101|축사|139.62|100|21000|-0|-0
36110-1000026633|01001|단독주택|90|100|01000|-0|-0
36110-1000026634|01001|단독주택|90|100|01000|-0|-0
36110-1000026635|01001|단독주택|92.12|100|01000|-0|-0
36110-1000026636|01001|단독주택|83.31|100|01000|-0|-0
36110-1000026638|01001|단독주택|99.68|100|01000|-0|-0
36110-1000026640|01001|단독주택|96.6|100|01000|-0|-0
36110-1000026642|21101|축사|164.8|67.3202614379085|21000|0.91162075910698|0.91162075910698
36110-1000026643|21101|축사|380.28|68.361256920975|21000|0.900409572926678|0.900409572926678
36110-1000026645|01001|단독주택|85.25|100|01000|-0|-0
36110-1000026646|01001|단독주택|159.49|100|01000|-0|-0
36110-1000026647|01001|단독주택|199.56|100|01000|-0|-0
36110-1000026648|01001|단독주택|190.9|100|01000|-0|-0
36110-1000026649|01001|단독주택|180.13|100|01000|-0|-0
36110-1000026650|01001|단독주택|174.19|100|01000|-0|-0
36110-1000026651|01001|단독주택|199.43|100|01000|-0|-0
36110-1000026652|01001|단독주택|76.5|100|01000|-0|-0
36110-1000026653|03001|소매점|55.64|100|03000|-0|-0
36110-1000028202|03001|소매점|258.6|100|03000|-0|0.319472627252556
36110-1000028203|04402|사무소|96|50|04000|1.5|1.5
36110-1000028204|01001|단독주택|71.19|100|01000|-0|-0
36110-1000028205|01001|단독주택|97.72|100|01000|-0|-0
36110-1000028206|04001|일반음식점|99|50|04000|1|1
36110-1000028207|04001|일반음식점|266.4|57.3643410852713|04000|0.984294439141095|0.984294439141095
36110-1000028208|17100|일반공장|168.66|100|17000|-0|-0
36110-1000028209|01001|단독주택|108.14|100|01000|-0|0.392619113662387
36110-1000028210|01001|단독주택|97.14|80.1882119861317|01000|0.718147846876919|0.718147846876919
36110-1000028211|10104|대학교|195.84|44.0832864378165|10000|1.42943787277717|1.53110829761995
36110-1000028212|18001|창고|98.76|50.0912964090079|18000|0.999997595016134|0.999997595016134
36110-1000028213|01001|단독주택|243.5|100|01000|-0|0.680526044449728
36110-1000028214|01001|단독주택|98.25|100|01000|-0|-0
36110-1000028215|01001|단독주택|84.9|100|01000|-0|-0
36110-1000028216|01001|단독주택|39.66|100|01000|-0|-0
36110-1000028217|01001|단독주택|98.5|100|01000|-0|-0
36110-1000028218|01001|단독주택|59.5|100|01000|-0|-0
36110-1000028219|01001|단독주택|90.31|100|01000|-0|-0
36110-1000028220|01001|단독주택|99.63|100|01000|-0|-0
36110-1000028221|01001|단독주택|89.94|100|01000|-0|-0
36110-1000028222|18001|창고|20.68|100|18000|-0|-0
36110-1000028223|01001|단독주택|142.33|100|01000|-0|0.879661622295374
36110-1000028224|01001|단독주택|85.14|100|01000|-0|-0
36110-1000028225|01001|단독주택|59.4|100|01000|-0|-0
36110-1000028226|01001|단독주택|98.64|100|01000|-0|-0
36110-1000028228|01001|단독주택|48.96|100|01000|-0|-0
36110-1000028229|01001|단독주택|53.7|100|01000|-0|-0
36110-1000028230|01001|단독주택|62.8|100|01000|-0|-0
36110-1000028231|03999|기타제1종근린생활시설|89.32|100|03000|-0|-0
36110-1000028232|01001|단독주택|76.03|79.3135823075318|01000|0.735445815177461|0.735445815177461
36110-1000028233|01001|단독주택|88.08|100|01000|-0|-0
36110-1000028234|01001|단독주택|97.53|100|01000|-0|-0
36110-1000028235|04001|일반음식점|76.05|57.0132693605218|04000|0.985761028785504|0.985761028785504
36110-1000028236|01001|단독주택|49.44|100|01000|-0|-0
36110-1000028237|01001|단독주택|49.44|100|01000|-0|-0
36110-1000028238|01001|단독주택|80.46|100|01000|-0|-0
36110-1000028239|03001|소매점|126.76|61.1717015732072|03000|0.96368255400035|0.96368255400035
36110-1000028240|18001|창고|134.23|57.6416026108988|18000|0.983084814412849|0.983084814412849
36110-1000028241|01001|단독주택|215.91|100|01000|-0|0.458767656017525
36110-1000028242|01001|단독주택|191.4|100|01000|-0|-0
36110-1000028244|18001|창고|340.2|100|18000|-0|-0
36110-1000028245|01001|단독주택|83|100|01000|-0|-0
36110-1000028248|03001|소매점|49.2|100|03000|-0|-0
36110-1000028249|04402|사무소|36|100|04000|-0|-0
36110-1000028250|21101|축사|576|100|21000|-0|-0
36110-1000028251|01001|단독주택|61.2|100|01000|-0|-0
36110-1000028252|01001|단독주택|35.56|100|01000|-0|-0
36110-1000028253|18001|창고|100.35|50.771565899317|18000|0.999828221889228|0.999828221889228
36110-1000028254|01001|단독주택|93.34|100|01000|-0|-0
36110-1000028257|21101|축사|307|54.6263345195729|21000|1.70388145640624|1.70388145640624
36110-1000028258|01001|단독주택|49.02|100|01000|-0|-0
36110-1000028259|01001|단독주택|62.8|100|01000|-0|-0
36110-1000028260|01001|단독주택|56.1|100|01000|-0|-0
36110-1000028262|01001|단독주택|138.2|100|01000|-0|-0
36110-1000028263|01001|단독주택|242.62|100|01000|-0|1.48525954550051
36110-1000028264|01001|단독주택|75.54|100|01000|-0|0.347485186854099
36110-1000028265|04020|노래연습장|127.25|100|04000|-0|-0
36110-1000028266|21101|축사|368.64|55.4712892741062|21000|1.52907961927263|1.52907961927263
36110-1000028267|01001|단독주택|55|100|01000|-0|-0
36110-1000028268|01001|단독주택|37.05|100|01000|-0|-0
36110-1000028269|01001|단독주택|80.75|100|01000|-0|-0
36110-1000028270|01001|단독주택|105.75|100|01000|-0|-0
36110-1000028271|01001|단독주택|39|100|01000|-0|-0
36110-1000028272|03001|소매점|85.32|100|03000|-0|-0
36110-1000028273|03001|소매점|39.5|100|03000|-0|-0
36110-1000028274|21999|기타동식물관련시설|40.29|60.3685945459994|21000|0.968753577456312|0.968753577456312
36110-1000028275|01001|단독주택|122.3|100|01000|-0|-0
36110-1000028276|01001|단독주택|76.22|100|01000|-0|-0
36110-1000028277|01001|단독주택|55.79|100|01000|-0|-0
36110-1000028279|03001|소매점|122.3|56.2712800220852|03000|0.988622120554932|0.988622120554932
36110-1000028280|01001|단독주택|92.34|100|01000|-0|-0
36110-1000028281|04401|금융업소|170.43|51.3343373493976|04000|1.23576337568309|1.23576337568309
36110-1000028282|01001|단독주택|134.04|51.2033004813202|01000|0.999582174785242|0.999582174785242
36110-1000028283|03001|소매점|88.18|100|03000|-0|-0
36110-1000028284|04030|의약품판매소|92.37|37.1142719382835|03000|1.57105369582523|1.57105369582523
36110-1000028285|03001|소매점|14.58|100|03000|-0|-0
36110-1000028286|04402|사무소|197.45|50|04000|1.39714916959189|1.39714916959189
36110-1000028287|01001|단독주택|96.79|100|01000|-0|-0
36110-1000028288|01001|단독주택|47.7|100|01000|-0|-0
36110-1000028289|03001|소매점|24|100|01000|-0|-0
36110-1000028290|03999|기타제1종근린생활시설|334.66|82.2058462294277|03000|0.675553127761048|0.675553127761048
36110-1000028292|04001|일반음식점|315.96|86.2359780561697|04000|0.578025238106304|0.578025238106304
36110-1000028293|15102|여관|234.26|53.5096735877932|15000|1.44902647502863|1.44902647502863
36110-1000028294|01001|단독주택|41.8|100|01000|-0|-0
36110-1000028295|01001|단독주택|88.32|100|01000|-0|-0
36110-1000028296|01001|단독주택|51.18|33.3333333333333|03000|1.58496250072116|1.58496250072116
36110-1000028297|01001|단독주택|29.1|100|01000|-0|-0
36110-1000028298|03005|의원|142.94|60.1447445931162|03000|0.970097593258104|0.970097593258104
36110-1000028299|01001|단독주택|78.44|43.0799648506151|03000|1.44163432069463|1.44163432069463
36110-1000028300|03105|우체국|169.56|65.0577446955454|03000|1.23099153850921|1.23099153850921
36110-1000028301|03001|소매점|411.12|67.2974300212801|04000|0.911858638682828|1.2464424701732
36110-1000028302|14299|기타일반업무시설|20.02|100|14000|-0|0.986445563324442
36110-1000028303|03001|소매점|351.96|59.6724424400665|03000|1.53880737349536|1.53880737349536
36110-1000028305|03999|기타제1종근린생활시설|174.63|35.4111325154618|03000|1.57922876298923|1.57922876298923
36110-1000028306|04001|일반음식점|98.78|100|04000|-0|-0
36110-1000028307|01001|단독주택|289.26|100|01000|-0|0.91829583405449
36110-1000028308|01001|단독주택|106.29|64.11122504373|01000|0.941756063049527|0.941756063049527
36110-1000028310|01001|단독주택|140.6|59.5258255715495|01000|1.37058951175103|1.37058951175103
36110-1000028311|03001|소매점|211.7|79.5565576850808|03000|0.730708772671882|0.730708772671882
36110-1000028312|01001|단독주택|168.96|100|01000|-0|-0
36110-1000028313|01001|단독주택|73.71|100|01000|-0|-0
36110-1000028314|01001|단독주택|46.28|100|01000|-0|-0
36110-1000028315|01001|단독주택|36.36|100|01000|-0|-0
36110-1000028316|01001|단독주택|84.69|100|01000|-0|-0
36110-1000028318|01001|단독주택|101.99|50|01000|1|1
36110-1000028319|01001|단독주택|56.28|68.3092608326253|01000|0.900986601076624|1.57544278796779
36110-1000028320|01001|단독주택|93.49|100|01000|-0|-0
36110-1000028321|04402|사무소|112.16|48.8916980885334|01000|1.40453020651633|1.40453020651633
36110-1000028322|01001|단독주택|98|100|01000|-0|-0
36110-1000028323|03001|소매점|145.92|64.1350210970464|03000|0.941556701998978|0.941556701998978
36110-1000028324|04005|제조업소|84|100|04000|-0|-0
36110-1000028325|04006|수리점|120|97.0873786407767|04000|0.189990755536268|0.189990755536268
36110-1000028326|14201|금융업소|896.84|94.7553038627335|14000|0.296701913844347|0.296701913844347
36110-1000028327|04999|기타제2종근린생활시설|133.2|100|04000|-0|-0
36110-1000028328|18001|창고|115.2|78.0487804878049|04000|0.759275784789283|0.759275784789283
36110-1000028329|01001|단독주택|96.6|100|01000|-0|-0
36110-1000028331|03025|목욕장|161.33|66.7507964748231|03000|0.917452237497591|0.917452237497591
36110-1000028332|03021|마을회관|319.32|100|03000|-0|-0
36110-1000028333|11201|노인복지시설|49|100|03000|-0|-0
36110-1000028334|10101|초등학교|2776.26|100|Z8000|-0|0.979953467940809
36110-1000028335|10101|초등학교|25.56|100|10000|-0|-0
36110-1000028336|10101|초등학교|49.5|100|10000|-0|-0
36110-1000028337|10101|초등학교|47.03|100|10000|-0|-0
36110-1000028338|10101|초등학교|1384.23|100|10000|-0|0.896733926925572
36110-1000028339|10101|초등학교|27.2|100|10000|-0|-0
36110-1000028340|01001|단독주택|76|100|01000|-0|-0
36110-1000028343|01001|단독주택|131.21|66.7361782208433|01000|1.19996533971864|1.19996533971864
36110-1000028344|03999|기타제1종근린생활시설|25.22|100|03000|-0|-0
36110-1000028345|06199|기타종교집회장|581.25|67.0082888532792|06000|1.34726445262855|1.34726445262855
36110-1000028346|01001|단독주택|138.95|45.1972806817812|03000|1.54014070163794|1.54014070163794
36110-1000028347|01001|단독주택|36.36|100|01000|-0|-0
36110-1000028348|01001|단독주택|51.89|67.3896103896104|01000|0.910896118729327|0.910896118729327
36110-1000028349|01001|단독주택|32.55|100|01000|-0|-0
36110-1000028350|03104|소방서|86.4|52.4017467248908|03000|0.998334954587306|0.998334954587306
36110-1000028351|03999|기타제1종근린생활시설|84.24|100|03000|-0|-0
36110-1000028352|01001|단독주택|34.82|50|01000|1|1
36110-1000028353|03001|소매점|21.6|33.3333333333333|04000|1.58496250072116|1.58496250072116
36110-1000028354|04006|수리점|39.6|54.4554455445545|20000|0.994264609261905|0.994264609261905
36110-1000028355|04006|수리점|72|100|04000|-0|-0
36110-1000028356|01001|단독주택|71.25|100|01000|-0|-0
36110-1000028357|01001|단독주택|99.81|44.4726640823419|03000|1.50815065049277|1.50815065049277
36110-1000028358|04999|기타제2종근린생활시설|529.2|75.1309680991524|04000|0.809195722551752|0.809195722551752
36110-1000028361|04499|기타사무소|40|99.9999750000062|04000|5.84356448678875e-06|5.84356448678875e-06
36110-1000028363|01001|단독주택|99.18|100|01000|-0|-0
36110-1000028366|01001|단독주택|48.87|100|01000|-0|-0
36110-1000028367|01001|단독주택|135.7|100|01000|-0|-0
36110-1000028368|01001|단독주택|66.11|100|01000|-0|-0
36110-1000028369|01001|단독주택|187.53|100|01000|-0|-0
36110-1000028370|04006|수리점|56|64.9651972157773|04000|0.93437848975574|0.93437848975574
36110-1000028371|01001|단독주택|98.62|100|01000|-0|-0
36110-1000028372|01001|단독주택|95.34|100|01000|-0|-0
36110-1000028373|01001|단독주택|87.66|100|01000|-0|-0
36110-1000028374|01001|단독주택|103.45|100|01000|-0|-0
36110-1000028375|01001|단독주택|54|100|01000|-0|-0
36110-1000028376|01001|단독주택|89.91|100|01000|-0|-0
36110-1000028377|01001|단독주택|59.5|75.0031513929157|01000|0.811228172242314|0.811228172242314
36110-1000028378|01001|단독주택|54|100|01000|-0|-0
36110-1000028379|01001|단독주택|54|100|01000|-0|-0
36110-1000028380|01001|단독주택|59.5|78.2894736842105|01000|0.754846462308886|0.754846462308886
36110-1000028382|18001|창고|21.48|100|18000|-0|-0
36110-1000028383|01001|단독주택|81.32|83.0898130172678|01000|0.65564610760967|0.65564610760967
36110-1000028384|18001|창고|34.4|100|18000|-0|-0
36110-1000028386|01001|단독주택|233.5|100|01000|-0|0.977666013794317
36110-1000028387|01001|단독주택|99.42|100|01000|-0|-0
36110-1000028388|01001|단독주택|146.95|100|01000|-0|-0
36110-1000028389|01001|단독주택|87.69|100|01000|-0|-0
36110-1000028390|01001|단독주택|99.75|100|01000|-0|-0
36110-1000028391|01001|단독주택|80.98|100|01000|-0|-0
36110-1000028393|01001|단독주택|124.56|100|01000|-0|-0
36110-1000028394|21101|축사|124|100|21000|-0|-0
36110-1000028395|21101|축사|108|100|21000|-0|-0
36110-1000028396|21999|기타동식물관련시설|93.9|100|21000|-0|-0
36110-1000028397|18999|기타창고시설|74.24|100|21000|-0|-0
36110-1000028399|01001|단독주택|77|100|01000|-0|-0
36110-1000028404|18001|창고|110.88|55.8983666061706|18000|0.989938104015378|0.989938104015378
36110-1000028405|01001|단독주택|108.12|100|01000|-0|-0
36110-1000028406|01001|단독주택|96.3|100|01000|-0|-0
36110-1000028407|01001|단독주택|90.32|100|01000|-0|0.713794266623683
36110-1000028408|18001|창고|135.88|58.8021464427904|18000|0.977527712387473|0.977527712387473
36110-1000028409|01001|단독주택|87.59|100|01000|-0|-0
36110-1000028410|01001|단독주택|76.16|100|01000|-0|-0
36110-1000028411|21101|축사|214|100|21000|-0|-0
36110-1000028412|01001|단독주택|46.64|100|01000|-0|-0
36110-1000028413|21101|축사|396.8|100|21000|-0|-0
36110-1000028414|18001|창고|98.28|52.268255065681|18000|0.998514962662001|0.998514962662001
36110-1000028415|18001|창고|98.28|52.268255065681|18000|0.998514962662001|0.998514962662001
36110-1000028417|21101|축사|245.12|100|21000|-0|-0
36110-1000028418|21999|기타동식물관련시설|163.2|100|21000|-0|-0
36110-1000028419|21101|축사|195|100|21000|-0|-0
36110-1000028420|21101|축사|338|100|21000|-0|-0
36110-1000028421|21101|축사|195|100|21000|-0|-0
36110-1000028422|21999|기타동식물관련시설|144|100|21000|-0|-0
36110-1000028423|21101|축사|96.2|100|21000|-0|-0
36110-1000028424|21101|축사|111|100|21000|-0|-0
36110-1000028425|21101|축사|390|100|21000|-0|-0
36110-1000028426|18999|기타창고시설|143|100|18000|-0|-0
36110-1000028427|21101|축사|195|100|21000|-0|-0
36110-1000028428|21101|축사|243.75|100|21000|-0|-0
36110-1000028429|18999|기타창고시설|40|100|18000|-0|-0
36110-1000028430|21101|축사|395|85.6832971800434|21000|0.592473255205647|0.592473255205647
36110-1000028431|01001|단독주택|91.5|100|01000|-0|-0
36110-1000028432|21101|축사|88|68.75|21000|0.896038232534557|0.896038232534557
36110-1000028433|21101|축사|128|100|21000|-0|-0
36110-1000028434|01001|단독주택|105.69|100|01000|-0|-0
36110-1000028435|01001|단독주택|34.8|64.804469273743|01000|0.93580219840787|0.93580219840787
36110-1000028436|01001|단독주택|99.87|100|01000|-0|-0
36110-1000028437|01001|단독주택|70.92|100|01000|-0|-0
36110-1000028438|01001|단독주택|85.94|100|01000|-0|-0
